Number of Cities: 35
Number of Cities: 35Starting point: 33
Ending point: 23

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
8 -> 	1: [ 8 26 2 1 ]; 	2: [ 8 26 2 ]; 	3: [ 8 26 11 3 ]; 	4: [ 8 21 4 ]; 	5: [ 8 21 15 5 ]; 	6: [ 8 35 6 ]; 	7: [ 8 26 7 ]; 	8: [ 8 ]; 	9: [ 8 21 22 33 9 ]; 	10: [ 8 26 2 10 ]; 	11: [ 8 26 11 ]; 	12: [ 8 21 16 12 ]; 	13: [ 8 26 2 13 ]; 	14: [ 8 26 11 14 ]; 	15: [ 8 21 15 ]; 	16: [ 8 21 16 ]; 	17: [ 8 21 4 17 ]; 	18: [ 8 21 22 18 ]; 	19: [ 8 26 2 20 19 ]; 	20: [ 8 26 2 20 ]; 	21: [ 8 21 ]; 	22: [ 8 21 22 ]; 	23: [ 8 26 23 ]; 	24: [ 8 21 15 24 ]; 	25: [ 8 21 22 25 ]; 	26: [ 8 26 ]; 	27: [ 8 21 4 27 ]; 	28: [ 8 26 28 ]; 	29: [ 8 26 2 20 29 ]; 	30: [ 8 26 30 ]; 	31: [ 8 26 2 20 31 ]; 	32: [ 8 21 15 32 ]; 	33: [ 8 21 22 33 ]; 	34: [ 8 26 23 34 ]; 	35: [ 8 35 ]; 
9 -> 	1: [ 9 23 2 1 ]; 	2: [ 9 23 2 ]; 	3: [ 9 23 11 3 ]; 	4: [ 9 27 4 ]; 	5: [ 9 23 5 ]; 	6: [ 9 23 35 6 ]; 	7: [ 9 23 34 7 ]; 	8: [ 9 23 2 8 ]; 	9: [ 9 ]; 	10: [ 9 23 34 10 ]; 	11: [ 9 23 11 ]; 	12: [ 9 23 2 1 12 ]; 	13: [ 9 23 2 13 ]; 	14: [ 9 23 14 ]; 	15: [ 9 23 5 33 15 ]; 	16: [ 9 23 5 33 16 ]; 	17: [ 9 27 4 17 ]; 	18: [ 9 23 34 18 ]; 	19: [ 9 23 2 20 19 ]; 	20: [ 9 23 2 20 ]; 	21: [ 9 23 2 8 21 ]; 	22: [ 9 23 34 18 22 ]; 	23: [ 9 23 ]; 	24: [ 9 23 5 33 15 24 ]; 	25: [ 9 25 ]; 	26: [ 9 23 2 8 26 ]; 	27: [ 9 27 ]; 	28: [ 9 27 4 28 ]; 	29: [ 9 23 2 20 29 ]; 	30: [ 9 23 5 30 ]; 	31: [ 9 23 2 20 31 ]; 	32: [ 9 27 32 ]; 	33: [ 9 23 5 33 ]; 	34: [ 9 23 34 ]; 	35: [ 9 23 35 ]; 
10 -> 	1: [ 10 1 ]; 	2: [ 10 23 2 ]; 	3: [ 10 23 11 3 ]; 	4: [ 10 33 4 ]; 	5: [ 10 1 14 5 ]; 	6: [ 10 23 35 6 ]; 	7: [ 10 1 7 ]; 	8: [ 10 23 2 8 ]; 	9: [ 10 33 9 ]; 	10: [ 10 ]; 	11: [ 10 23 11 ]; 	12: [ 10 1 12 ]; 	13: [ 10 23 2 13 ]; 	14: [ 10 1 14 ]; 	15: [ 10 33 15 ]; 	16: [ 10 33 16 ]; 	17: [ 10 33 4 17 ]; 	18: [ 10 23 34 18 ]; 	19: [ 10 23 2 20 19 ]; 	20: [ 10 23 2 20 ]; 	21: [ 10 23 2 8 21 ]; 	22: [ 10 23 34 18 22 ]; 	23: [ 10 23 ]; 	24: [ 10 33 15 24 ]; 	25: [ 10 1 14 25 ]; 	26: [ 10 23 2 8 26 ]; 	27: [ 10 33 4 27 ]; 	28: [ 10 33 4 28 ]; 	29: [ 10 23 2 20 29 ]; 	30: [ 10 30 ]; 	31: [ 10 23 2 20 31 ]; 	32: [ 10 33 15 32 ]; 	33: [ 10 33 ]; 	34: [ 10 23 34 ]; 	35: [ 10 23 35 ]; 
11 -> 	1: [ 11 3 7 4 17 1 ]; 	2: [ 11 3 33 16 2 ]; 	3: [ 11 3 ]; 	4: [ 11 3 7 4 ]; 	5: [ 11 14 5 ]; 	6: [ 11 3 7 35 6 ]; 	7: [ 11 3 7 ]; 	8: [ 11 3 33 16 2 8 ]; 	9: [ 11 3 33 9 ]; 	10: [ 11 3 33 16 10 ]; 	11: [ 11 ]; 	12: [ 11 3 33 16 12 ]; 	13: [ 11 3 33 16 2 13 ]; 	14: [ 11 14 ]; 	15: [ 11 3 33 15 ]; 	16: [ 11 3 33 16 ]; 	17: [ 11 3 7 4 17 ]; 	18: [ 11 3 7 4 17 23 34 18 ]; 	19: [ 11 3 33 15 24 19 ]; 	20: [ 11 3 33 16 2 20 ]; 	21: [ 11 3 33 16 21 ]; 	22: [ 11 3 33 16 21 22 ]; 	23: [ 11 3 7 4 17 23 ]; 	24: [ 11 3 33 15 24 ]; 	25: [ 11 14 25 ]; 	26: [ 11 3 33 16 2 8 26 ]; 	27: [ 11 3 7 4 27 ]; 	28: [ 11 14 5 28 ]; 	29: [ 11 3 33 16 2 20 29 ]; 	30: [ 11 14 5 30 ]; 	31: [ 11 3 33 15 32 31 ]; 	32: [ 11 3 33 15 32 ]; 	33: [ 11 3 33 ]; 	34: [ 11 3 7 4 17 23 34 ]; 	35: [ 11 3 7 35 ]; 
12 -> 	1: [ 12 10 1 ]; 	2: [ 12 2 ]; 	3: [ 12 10 23 11 3 ]; 	4: [ 12 33 4 ]; 	5: [ 12 10 1 14 5 ]; 	6: [ 12 35 6 ]; 	7: [ 12 10 1 7 ]; 	8: [ 12 2 8 ]; 	9: [ 12 33 9 ]; 	10: [ 12 10 ]; 	11: [ 12 10 23 11 ]; 	12: [ 12 ]; 	13: [ 12 2 13 ]; 	14: [ 12 10 1 14 ]; 	15: [ 12 33 15 ]; 	16: [ 12 33 16 ]; 	17: [ 12 33 4 17 ]; 	18: [ 12 10 23 34 18 ]; 	19: [ 12 2 20 19 ]; 	20: [ 12 2 20 ]; 	21: [ 12 2 8 21 ]; 	22: [ 12 10 23 34 18 22 ]; 	23: [ 12 10 23 ]; 	24: [ 12 33 15 24 ]; 	25: [ 12 33 9 25 ]; 	26: [ 12 2 8 26 ]; 	27: [ 12 33 4 27 ]; 	28: [ 12 33 4 28 ]; 	29: [ 12 2 20 29 ]; 	30: [ 12 10 30 ]; 	31: [ 12 2 20 31 ]; 	32: [ 12 33 15 32 ]; 	33: [ 12 33 ]; 	34: [ 12 10 23 34 ]; 	35: [ 12 35 ]; 
13 -> 	1: [ 13 1 ]; 	2: [ 13 17 23 2 ]; 	3: [ 13 17 23 11 3 ]; 	4: [ 13 1 7 4 ]; 	5: [ 13 14 5 ]; 	6: [ 13 1 7 35 6 ]; 	7: [ 13 1 7 ]; 	8: [ 13 17 23 2 8 ]; 	9: [ 13 14 5 33 9 ]; 	10: [ 13 17 23 34 10 ]; 	11: [ 13 17 23 11 ]; 	12: [ 13 1 12 ]; 	13: [ 13 ]; 	14: [ 13 14 ]; 	15: [ 13 14 5 33 15 ]; 	16: [ 13 14 5 33 16 ]; 	17: [ 13 17 ]; 	18: [ 13 17 23 34 18 ]; 	19: [ 13 17 23 2 20 19 ]; 	20: [ 13 17 23 2 20 ]; 	21: [ 13 14 5 33 16 21 ]; 	22: [ 13 17 23 34 18 22 ]; 	23: [ 13 17 23 ]; 	24: [ 13 14 5 33 15 24 ]; 	25: [ 13 14 25 ]; 	26: [ 13 17 23 2 8 26 ]; 	27: [ 13 1 7 4 27 ]; 	28: [ 13 14 5 28 ]; 	29: [ 13 17 23 2 20 29 ]; 	30: [ 13 14 5 30 ]; 	31: [ 13 17 23 2 20 31 ]; 	32: [ 13 14 5 33 15 32 ]; 	33: [ 13 14 5 33 ]; 	34: [ 13 17 23 34 ]; 	35: [ 13 1 7 35 ]; 
14 -> 	1: [ 14 5 33 4 17 1 ]; 	2: [ 14 5 33 16 2 ]; 	3: [ 14 5 30 11 3 ]; 	4: [ 14 5 33 4 ]; 	5: [ 14 5 ]; 	6: [ 14 5 28 23 35 6 ]; 	7: [ 14 5 30 11 3 7 ]; 	8: [ 14 5 33 16 2 8 ]; 	9: [ 14 5 33 9 ]; 	10: [ 14 5 33 16 10 ]; 	11: [ 14 5 30 11 ]; 	12: [ 14 5 33 16 12 ]; 	13: [ 14 5 33 16 2 13 ]; 	14: [ 14 ]; 	15: [ 14 5 33 15 ]; 	16: [ 14 5 33 16 ]; 	17: [ 14 5 33 4 17 ]; 	18: [ 14 5 28 23 34 18 ]; 	19: [ 14 5 33 15 24 19 ]; 	20: [ 14 5 33 16 2 20 ]; 	21: [ 14 5 33 16 21 ]; 	22: [ 14 5 33 16 21 22 ]; 	23: [ 14 5 28 23 ]; 	24: [ 14 5 33 15 24 ]; 	25: [ 14 25 ]; 	26: [ 14 5 33 16 2 8 26 ]; 	27: [ 14 5 33 4 27 ]; 	28: [ 14 5 28 ]; 	29: [ 14 5 33 16 2 20 29 ]; 	30: [ 14 5 30 ]; 	31: [ 14 5 33 15 32 31 ]; 	32: [ 14 5 33 15 32 ]; 	33: [ 14 5 33 ]; 	34: [ 14 5 28 23 34 ]; 	35: [ 14 5 28 23 35 ]; 
15 -> 	1: [ 15 24 4 17 1 ]; 	2: [ 15 5 33 16 2 ]; 	3: [ 15 24 3 ]; 	4: [ 15 24 4 ]; 	5: [ 15 5 ]; 	6: [ 15 24 35 6 ]; 	7: [ 15 24 3 7 ]; 	8: [ 15 5 33 16 2 8 ]; 	9: [ 15 5 33 9 ]; 	10: [ 15 32 31 10 ]; 	11: [ 15 5 30 11 ]; 	12: [ 15 5 33 16 12 ]; 	13: [ 15 32 18 13 ]; 	14: [ 15 24 14 ]; 	15: [ 15 ]; 	16: [ 15 5 33 16 ]; 	17: [ 15 24 4 17 ]; 	18: [ 15 32 18 ]; 	19: [ 15 24 19 ]; 	20: [ 15 24 20 ]; 	21: [ 15 5 33 16 21 ]; 	22: [ 15 32 18 22 ]; 	23: [ 15 5 28 23 ]; 	24: [ 15 24 ]; 	25: [ 15 5 33 9 25 ]; 	26: [ 15 5 33 16 2 8 26 ]; 	27: [ 15 24 4 27 ]; 	28: [ 15 5 28 ]; 	29: [ 15 24 20 29 ]; 	30: [ 15 5 30 ]; 	31: [ 15 32 31 ]; 	32: [ 15 32 ]; 	33: [ 15 5 33 ]; 	34: [ 15 5 28 23 34 ]; 	35: [ 15 24 35 ]; 
16 -> 	1: [ 16 2 1 ]; 	2: [ 16 2 ]; 	3: [ 16 30 11 3 ]; 	4: [ 16 33 4 ]; 	5: [ 16 2 13 14 5 ]; 	6: [ 16 10 23 35 6 ]; 	7: [ 16 2 1 7 ]; 	8: [ 16 2 8 ]; 	9: [ 16 33 9 ]; 	10: [ 16 10 ]; 	11: [ 16 30 11 ]; 	12: [ 16 12 ]; 	13: [ 16 2 13 ]; 	14: [ 16 2 13 14 ]; 	15: [ 16 21 15 ]; 	16: [ 16 ]; 	17: [ 16 2 20 17 ]; 	18: [ 16 21 22 18 ]; 	19: [ 16 2 20 19 ]; 	20: [ 16 2 20 ]; 	21: [ 16 21 ]; 	22: [ 16 21 22 ]; 	23: [ 16 10 23 ]; 	24: [ 16 21 15 24 ]; 	25: [ 16 21 22 25 ]; 	26: [ 16 2 8 26 ]; 	27: [ 16 33 4 27 ]; 	28: [ 16 33 4 28 ]; 	29: [ 16 2 20 29 ]; 	30: [ 16 30 ]; 	31: [ 16 2 20 31 ]; 	32: [ 16 21 15 32 ]; 	33: [ 16 33 ]; 	34: [ 16 10 23 34 ]; 	35: [ 16 10 23 35 ]; 
17 -> 	1: [ 17 1 ]; 	2: [ 17 23 2 ]; 	3: [ 17 23 11 3 ]; 	4: [ 17 23 34 18 4 ]; 	5: [ 17 23 5 ]; 	6: [ 17 23 35 6 ]; 	7: [ 17 1 7 ]; 	8: [ 17 23 2 8 ]; 	9: [ 17 23 5 33 9 ]; 	10: [ 17 23 34 10 ]; 	11: [ 17 23 11 ]; 	12: [ 17 1 12 ]; 	13: [ 17 23 2 13 ]; 	14: [ 17 23 14 ]; 	15: [ 17 23 5 33 15 ]; 	16: [ 17 23 5 33 16 ]; 	17: [ 17 ]; 	18: [ 17 23 34 18 ]; 	19: [ 17 23 2 20 19 ]; 	20: [ 17 23 2 20 ]; 	21: [ 17 23 2 8 21 ]; 	22: [ 17 23 34 18 22 ]; 	23: [ 17 23 ]; 	24: [ 17 23 5 33 15 24 ]; 	25: [ 17 23 14 25 ]; 	26: [ 17 23 2 8 26 ]; 	27: [ 17 23 34 18 4 27 ]; 	28: [ 17 23 5 28 ]; 	29: [ 17 23 2 20 29 ]; 	30: [ 17 23 5 30 ]; 	31: [ 17 23 2 20 31 ]; 	32: [ 17 23 34 18 4 27 32 ]; 	33: [ 17 23 5 33 ]; 	34: [ 17 23 34 ]; 	35: [ 17 23 35 ]; 
18 -> 	1: [ 18 13 1 ]; 	2: [ 18 4 17 23 2 ]; 	3: [ 18 4 17 23 11 3 ]; 	4: [ 18 4 ]; 	5: [ 18 13 14 5 ]; 	6: [ 18 4 17 23 35 6 ]; 	7: [ 18 13 1 7 ]; 	8: [ 18 4 17 23 2 8 ]; 	9: [ 18 22 33 9 ]; 	10: [ 18 4 17 23 34 10 ]; 	11: [ 18 4 17 23 11 ]; 	12: [ 18 13 1 12 ]; 	13: [ 18 13 ]; 	14: [ 18 13 14 ]; 	15: [ 18 22 33 15 ]; 	16: [ 18 22 33 16 ]; 	17: [ 18 4 17 ]; 	18: [ 18 ]; 	19: [ 18 22 33 15 24 19 ]; 	20: [ 18 4 17 23 2 20 ]; 	21: [ 18 22 33 16 21 ]; 	22: [ 18 22 ]; 	23: [ 18 4 17 23 ]; 	24: [ 18 22 33 15 24 ]; 	25: [ 18 22 25 ]; 	26: [ 18 4 17 23 2 8 26 ]; 	27: [ 18 4 27 ]; 	28: [ 18 4 28 ]; 	29: [ 18 4 17 23 2 20 29 ]; 	30: [ 18 13 14 5 30 ]; 	31: [ 18 4 27 32 31 ]; 	32: [ 18 4 27 32 ]; 	33: [ 18 22 33 ]; 	34: [ 18 4 17 23 34 ]; 	35: [ 18 4 17 23 35 ]; 
19 -> 	1: [ 19 30 11 3 7 4 17 1 ]; 	2: [ 19 30 11 3 33 16 2 ]; 	3: [ 19 30 11 3 ]; 	4: [ 19 30 11 3 7 4 ]; 	5: [ 19 30 11 14 5 ]; 	6: [ 19 30 11 3 7 35 6 ]; 	7: [ 19 30 11 3 7 ]; 	8: [ 19 30 11 3 33 16 2 8 ]; 	9: [ 19 30 11 3 33 9 ]; 	10: [ 19 30 11 3 33 16 10 ]; 	11: [ 19 30 11 ]; 	12: [ 19 30 11 3 33 16 12 ]; 	13: [ 19 30 11 3 33 16 2 13 ]; 	14: [ 19 30 11 14 ]; 	15: [ 19 30 11 3 33 15 ]; 	16: [ 19 30 11 3 33 16 ]; 	17: [ 19 30 11 3 7 4 17 ]; 	18: [ 19 30 11 3 7 4 17 23 34 18 ]; 	19: [ 19 ]; 	20: [ 19 30 11 3 33 16 2 20 ]; 	21: [ 19 30 11 3 33 16 21 ]; 	22: [ 19 30 11 3 33 16 21 22 ]; 	23: [ 19 30 11 3 7 4 17 23 ]; 	24: [ 19 30 11 3 33 15 24 ]; 	25: [ 19 30 11 14 25 ]; 	26: [ 19 30 11 3 33 16 2 8 26 ]; 	27: [ 19 30 11 3 7 4 27 ]; 	28: [ 19 30 11 14 5 28 ]; 	29: [ 19 30 11 3 33 16 2 20 29 ]; 	30: [ 19 30 ]; 	31: [ 19 30 11 3 33 15 32 31 ]; 	32: [ 19 30 11 3 33 15 32 ]; 	33: [ 19 30 11 3 33 ]; 	34: [ 19 30 11 3 7 4 17 23 34 ]; 	35: [ 19 30 11 3 7 35 ]; 
20 -> 	1: [ 20 17 1 ]; 	2: [ 20 17 23 2 ]; 	3: [ 20 17 23 11 3 ]; 	4: [ 20 29 22 33 4 ]; 	5: [ 20 17 23 5 ]; 	6: [ 20 17 23 35 6 ]; 	7: [ 20 17 1 7 ]; 	8: [ 20 17 23 2 8 ]; 	9: [ 20 29 22 33 9 ]; 	10: [ 20 31 10 ]; 	11: [ 20 17 23 11 ]; 	12: [ 20 17 1 12 ]; 	13: [ 20 17 23 2 13 ]; 	14: [ 20 17 23 14 ]; 	15: [ 20 29 15 ]; 	16: [ 20 29 16 ]; 	17: [ 20 17 ]; 	18: [ 20 17 23 34 18 ]; 	19: [ 20 19 ]; 	20: [ 20 ]; 	21: [ 20 29 16 21 ]; 	22: [ 20 29 22 ]; 	23: [ 20 17 23 ]; 	24: [ 20 29 15 24 ]; 	25: [ 20 29 22 25 ]; 	26: [ 20 17 23 2 8 26 ]; 	27: [ 20 29 22 33 4 27 ]; 	28: [ 20 17 23 5 28 ]; 	29: [ 20 29 ]; 	30: [ 20 19 30 ]; 	31: [ 20 31 ]; 	32: [ 20 29 15 32 ]; 	33: [ 20 29 22 33 ]; 	34: [ 20 17 23 34 ]; 	35: [ 20 17 23 35 ]; 
21 -> 	1: [ 21 16 2 1 ]; 	2: [ 21 16 2 ]; 	3: [ 21 22 23 11 3 ]; 	4: [ 21 4 ]; 	5: [ 21 15 5 ]; 	6: [ 21 22 23 35 6 ]; 	7: [ 21 22 23 34 7 ]; 	8: [ 21 16 2 8 ]; 	9: [ 21 22 33 9 ]; 	10: [ 21 16 10 ]; 	11: [ 21 22 23 11 ]; 	12: [ 21 16 12 ]; 	13: [ 21 16 2 13 ]; 	14: [ 21 22 23 14 ]; 	15: [ 21 15 ]; 	16: [ 21 16 ]; 	17: [ 21 4 17 ]; 	18: [ 21 22 18 ]; 	19: [ 21 15 24 19 ]; 	20: [ 21 16 2 20 ]; 	21: [ 21 ]; 	22: [ 21 22 ]; 	23: [ 21 22 23 ]; 	24: [ 21 15 24 ]; 	25: [ 21 22 25 ]; 	26: [ 21 16 2 8 26 ]; 	27: [ 21 4 27 ]; 	28: [ 21 4 28 ]; 	29: [ 21 16 2 20 29 ]; 	30: [ 21 15 5 30 ]; 	31: [ 21 15 32 31 ]; 	32: [ 21 15 32 ]; 	33: [ 21 22 33 ]; 	34: [ 21 22 23 34 ]; 	35: [ 21 22 23 35 ]; 
22 -> 	1: [ 22 18 13 1 ]; 	2: [ 22 23 2 ]; 	3: [ 22 23 11 3 ]; 	4: [ 22 33 4 ]; 	5: [ 22 23 5 ]; 	6: [ 22 23 35 6 ]; 	7: [ 22 23 34 7 ]; 	8: [ 22 23 2 8 ]; 	9: [ 22 33 9 ]; 	10: [ 22 23 34 10 ]; 	11: [ 22 23 11 ]; 	12: [ 22 33 16 12 ]; 	13: [ 22 18 13 ]; 	14: [ 22 23 14 ]; 	15: [ 22 33 15 ]; 	16: [ 22 33 16 ]; 	17: [ 22 33 4 17 ]; 	18: [ 22 18 ]; 	19: [ 22 33 15 24 19 ]; 	20: [ 22 23 2 20 ]; 	21: [ 22 33 16 21 ]; 	22: [ 22 ]; 	23: [ 22 23 ]; 	24: [ 22 33 15 24 ]; 	25: [ 22 25 ]; 	26: [ 22 23 2 8 26 ]; 	27: [ 22 33 4 27 ]; 	28: [ 22 33 4 28 ]; 	29: [ 22 23 2 20 29 ]; 	30: [ 22 23 5 30 ]; 	31: [ 22 33 15 32 31 ]; 	32: [ 22 33 15 32 ]; 	33: [ 22 33 ]; 	34: [ 22 23 34 ]; 	35: [ 22 23 35 ]; 
23 -> 	1: [ 23 2 1 ]; 	2: [ 23 2 ]; 	3: [ 23 11 3 ]; 	4: [ 23 34 18 4 ]; 	5: [ 23 5 ]; 	6: [ 23 35 6 ]; 	7: [ 23 34 7 ]; 	8: [ 23 2 8 ]; 	9: [ 23 5 33 9 ]; 	10: [ 23 34 10 ]; 	11: [ 23 11 ]; 	12: [ 23 2 1 12 ]; 	13: [ 23 2 13 ]; 	14: [ 23 14 ]; 	15: [ 23 5 33 15 ]; 	16: [ 23 5 33 16 ]; 	17: [ 23 34 18 4 17 ]; 	18: [ 23 34 18 ]; 	19: [ 23 2 20 19 ]; 	20: [ 23 2 20 ]; 	21: [ 23 2 8 21 ]; 	22: [ 23 34 18 22 ]; 	23: [ 23 ]; 	24: [ 23 5 33 15 24 ]; 	25: [ 23 14 25 ]; 	26: [ 23 2 8 26 ]; 	27: [ 23 34 18 4 27 ]; 	28: [ 23 5 28 ]; 	29: [ 23 2 20 29 ]; 	30: [ 23 5 30 ]; 	31: [ 23 2 20 31 ]; 	32: [ 23 34 18 4 27 32 ]; 	33: [ 23 5 33 ]; 	34: [ 23 34 ]; 	35: [ 23 35 ]; 
24 -> 	1: [ 24 4 17 1 ]; 	2: [ 24 4 17 23 2 ]; 	3: [ 24 3 ]; 	4: [ 24 4 ]; 	5: [ 24 14 5 ]; 	6: [ 24 35 6 ]; 	7: [ 24 3 7 ]; 	8: [ 24 4 17 23 2 8 ]; 	9: [ 24 3 33 9 ]; 	10: [ 24 4 17 23 34 10 ]; 	11: [ 24 35 6 11 ]; 	12: [ 24 4 17 1 12 ]; 	13: [ 24 4 17 23 2 13 ]; 	14: [ 24 14 ]; 	15: [ 24 20 29 15 ]; 	16: [ 24 20 29 16 ]; 	17: [ 24 4 17 ]; 	18: [ 24 4 17 23 34 18 ]; 	19: [ 24 19 ]; 	20: [ 24 20 ]; 	21: [ 24 4 17 23 2 8 21 ]; 	22: [ 24 20 29 22 ]; 	23: [ 24 4 17 23 ]; 	24: [ 24 ]; 	25: [ 24 14 25 ]; 	26: [ 24 4 17 23 2 8 26 ]; 	27: [ 24 4 27 ]; 	28: [ 24 4 28 ]; 	29: [ 24 20 29 ]; 	30: [ 24 19 30 ]; 	31: [ 24 20 31 ]; 	32: [ 24 4 27 32 ]; 	33: [ 24 3 33 ]; 	34: [ 24 4 17 23 34 ]; 	35: [ 24 35 ]; 
25 -> 	1: [ 25 13 1 ]; 	2: [ 25 4 17 23 2 ]; 	3: [ 25 35 6 11 3 ]; 	4: [ 25 4 ]; 	5: [ 25 5 ]; 	6: [ 25 35 6 ]; 	7: [ 25 34 7 ]; 	8: [ 25 4 17 23 2 8 ]; 	9: [ 25 5 33 9 ]; 	10: [ 25 34 10 ]; 	11: [ 25 35 6 11 ]; 	12: [ 25 13 1 12 ]; 	13: [ 25 13 ]; 	14: [ 25 13 14 ]; 	15: [ 25 15 ]; 	16: [ 25 21 16 ]; 	17: [ 25 4 17 ]; 	18: [ 25 34 18 ]; 	19: [ 25 24 19 ]; 	20: [ 25 31 20 ]; 	21: [ 25 21 ]; 	22: [ 25 34 18 22 ]; 	23: [ 25 4 17 23 ]; 	24: [ 25 24 ]; 	25: [ 25 ]; 	26: [ 25 4 17 23 2 8 26 ]; 	27: [ 25 4 27 ]; 	28: [ 25 4 28 ]; 	29: [ 25 31 20 29 ]; 	30: [ 25 5 30 ]; 	31: [ 25 31 ]; 	32: [ 25 4 27 32 ]; 	33: [ 25 5 33 ]; 	34: [ 25 34 ]; 	35: [ 25 35 ]; 
26 -> 	1: [ 26 2 1 ]; 	2: [ 26 2 ]; 	3: [ 26 11 3 ]; 	4: [ 26 7 4 ]; 	5: [ 26 15 5 ]; 	6: [ 26 7 35 6 ]; 	7: [ 26 7 ]; 	8: [ 26 2 8 ]; 	9: [ 26 11 3 33 9 ]; 	10: [ 26 2 10 ]; 	11: [ 26 11 ]; 	12: [ 26 2 1 12 ]; 	13: [ 26 2 13 ]; 	14: [ 26 11 14 ]; 	15: [ 26 15 ]; 	16: [ 26 2 8 21 16 ]; 	17: [ 26 7 4 17 ]; 	18: [ 26 23 34 18 ]; 	19: [ 26 2 20 19 ]; 	20: [ 26 2 20 ]; 	21: [ 26 2 8 21 ]; 	22: [ 26 2 8 21 22 ]; 	23: [ 26 23 ]; 	24: [ 26 15 24 ]; 	25: [ 26 11 14 25 ]; 	26: [ 26 ]; 	27: [ 26 7 4 27 ]; 	28: [ 26 28 ]; 	29: [ 26 2 20 29 ]; 	30: [ 26 30 ]; 	31: [ 26 2 20 31 ]; 	32: [ 26 15 32 ]; 	33: [ 26 11 3 33 ]; 	34: [ 26 23 34 ]; 	35: [ 26 7 35 ]; 
27 -> 	1: [ 27 4 17 1 ]; 	2: [ 27 4 17 23 2 ]; 	3: [ 27 4 17 23 11 3 ]; 	4: [ 27 4 ]; 	5: [ 27 4 17 23 5 ]; 	6: [ 27 4 17 23 35 6 ]; 	7: [ 27 4 17 1 7 ]; 	8: [ 27 4 17 23 2 8 ]; 	9: [ 27 4 17 23 5 33 9 ]; 	10: [ 27 4 17 23 34 10 ]; 	11: [ 27 4 17 23 11 ]; 	12: [ 27 4 17 1 12 ]; 	13: [ 27 4 17 23 2 13 ]; 	14: [ 27 4 17 23 14 ]; 	15: [ 27 4 17 23 5 33 15 ]; 	16: [ 27 4 17 23 5 33 16 ]; 	17: [ 27 4 17 ]; 	18: [ 27 32 18 ]; 	19: [ 27 4 17 23 2 20 19 ]; 	20: [ 27 4 17 23 2 20 ]; 	21: [ 27 4 17 23 2 8 21 ]; 	22: [ 27 32 18 22 ]; 	23: [ 27 4 17 23 ]; 	24: [ 27 4 17 23 5 33 15 24 ]; 	25: [ 27 4 17 23 14 25 ]; 	26: [ 27 4 17 23 2 8 26 ]; 	27: [ 27 ]; 	28: [ 27 4 28 ]; 	29: [ 27 4 17 23 2 20 29 ]; 	30: [ 27 32 30 ]; 	31: [ 27 32 31 ]; 	32: [ 27 32 ]; 	33: [ 27 4 17 23 5 33 ]; 	34: [ 27 4 17 23 34 ]; 	35: [ 27 4 17 23 35 ]; 
28 -> 	1: [ 28 23 2 1 ]; 	2: [ 28 23 2 ]; 	3: [ 28 23 11 3 ]; 	4: [ 28 23 34 18 4 ]; 	5: [ 28 23 5 ]; 	6: [ 28 23 35 6 ]; 	7: [ 28 23 34 7 ]; 	8: [ 28 23 2 8 ]; 	9: [ 28 23 5 33 9 ]; 	10: [ 28 23 34 10 ]; 	11: [ 28 23 11 ]; 	12: [ 28 23 2 1 12 ]; 	13: [ 28 23 2 13 ]; 	14: [ 28 23 14 ]; 	15: [ 28 23 5 33 15 ]; 	16: [ 28 23 5 33 16 ]; 	17: [ 28 23 34 18 4 17 ]; 	18: [ 28 23 34 18 ]; 	19: [ 28 23 2 20 19 ]; 	20: [ 28 23 2 20 ]; 	21: [ 28 23 2 8 21 ]; 	22: [ 28 23 34 18 22 ]; 	23: [ 28 23 ]; 	24: [ 28 23 5 33 15 24 ]; 	25: [ 28 23 14 25 ]; 	26: [ 28 23 2 8 26 ]; 	27: [ 28 23 34 18 4 27 ]; 	28: [ 28 ]; 	29: [ 28 23 2 20 29 ]; 	30: [ 28 23 5 30 ]; 	31: [ 28 23 2 20 31 ]; 	32: [ 28 23 34 18 4 27 32 ]; 	33: [ 28 23 5 33 ]; 	34: [ 28 23 34 ]; 	35: [ 28 23 35 ]; 
