Number of Cities: 50
Number of Cities: 50Starting point: 2
Ending point: 49

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
48 -> 	1: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 1 ]; 	2: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 ]; 	3: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 ]; 	4: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 4 ]; 	5: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 ]; 	6: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 ]; 	7: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 ]; 	8: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 ]; 	9: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 ]; 	10: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 ]; 	11: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 ]; 	12: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 ]; 	13: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 ]; 	14: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 ]; 	15: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 15 ]; 	16: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 ]; 	17: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 ]; 	18: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 18 ]; 	19: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 ]; 	20: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 ]; 	21: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 ]; 	22: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 22 ]; 	23: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 ]; 	24: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 ]; 	25: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 25 ]; 	26: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 ]; 	27: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 ]; 	28: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 28 ]; 	29: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 29 ]; 	30: [ 48 47 45 43 41 40 38 37 36 34 33 32 30 ]; 	31: [ 48 47 45 43 41 40 38 37 36 34 33 32 31 ]; 	32: [ 48 47 45 43 41 40 38 37 36 34 33 32 ]; 	33: [ 48 47 45 43 41 40 38 37 36 34 33 ]; 	34: [ 48 47 45 43 41 40 38 37 36 34 ]; 	35: [ 48 47 45 43 41 40 38 37 36 35 ]; 	36: [ 48 47 45 43 41 40 38 37 36 ]; 	37: [ 48 47 45 43 41 40 38 37 ]; 	38: [ 48 47 45 43 41 40 38 ]; 	39: [ 48 47 45 43 41 39 ]; 	40: [ 48 47 45 43 41 40 ]; 	41: [ 48 47 45 43 41 ]; 	42: [ 48 47 45 43 42 ]; 	43: [ 48 47 45 43 ]; 	44: [ 48 47 45 44 ]; 	45: [ 48 47 45 ]; 	46: [ 48 47 45 46 ]; 	47: [ 48 47 ]; 	48: [ 48 ]; 	49: [ 48 49 ]; 	50: [ 48 50 ]; 
49 -> 	1: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 1 ]; 	2: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 ]; 	3: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 ]; 	4: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 4 ]; 	5: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 ]; 	6: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 ]; 	7: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 ]; 	8: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 ]; 	9: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 ]; 	10: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 ]; 	11: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 ]; 	12: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 ]; 	13: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 ]; 	14: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 ]; 	15: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 15 ]; 	16: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 ]; 	17: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 ]; 	18: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 18 ]; 	19: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 ]; 	20: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 ]; 	21: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 ]; 	22: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 22 ]; 	23: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 ]; 	24: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 ]; 	25: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 25 ]; 	26: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 ]; 	27: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 27 ]; 	28: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 28 ]; 	29: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 29 ]; 	30: [ 49 47 45 43 41 40 38 37 36 34 33 32 30 ]; 	31: [ 49 47 45 43 41 40 38 37 36 34 33 32 31 ]; 	32: [ 49 47 45 43 41 40 38 37 36 34 33 32 ]; 	33: [ 49 47 45 43 41 40 38 37 36 34 33 ]; 	34: [ 49 47 45 43 41 40 38 37 36 34 ]; 	35: [ 49 47 45 43 41 40 38 37 36 35 ]; 	36: [ 49 47 45 43 41 40 38 37 36 ]; 	37: [ 49 47 45 43 41 40 38 37 ]; 	38: [ 49 47 45 43 41 40 38 ]; 	39: [ 49 47 45 43 41 39 ]; 	40: [ 49 47 45 43 41 40 ]; 	41: [ 49 47 45 43 41 ]; 	42: [ 49 47 45 43 42 ]; 	43: [ 49 47 45 43 ]; 	44: [ 49 47 45 44 ]; 	45: [ 49 47 45 ]; 	46: [ 49 46 ]; 	47: [ 49 47 ]; 	48: [ 49 48 ]; 	49: [ 49 ]; 	50: [ 49 50 ]; 
50 -> 	1: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 1 ]; 	2: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 2 ]; 	3: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 3 ]; 	4: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 4 ]; 	5: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 5 ]; 	6: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 6 ]; 	7: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 7 ]; 	8: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 8 ]; 	9: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 9 ]; 	10: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 10 ]; 	11: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 11 ]; 	12: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 12 ]; 	13: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 13 ]; 	14: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 14 ]; 	15: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 15 ]; 	16: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 16 ]; 	17: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 17 ]; 	18: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 18 ]; 	19: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 19 ]; 	20: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 20 ]; 	21: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 21 ]; 	22: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 22 ]; 	23: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 23 ]; 	24: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 24 ]; 	25: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 25 ]; 	26: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 26 ]; 	27: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 27 ]; 	28: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 28 ]; 	29: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 29 ]; 	30: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 30 ]; 	31: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 31 ]; 	32: [ 50 48 47 45 43 41 40 38 37 36 34 33 32 ]; 	33: [ 50 48 47 45 43 41 40 38 37 36 34 33 ]; 	34: [ 50 48 47 45 43 41 40 38 37 36 34 ]; 	35: [ 50 48 47 45 43 41 40 38 37 36 35 ]; 	36: [ 50 48 47 45 43 41 40 38 37 36 ]; 	37: [ 50 48 47 45 43 41 40 38 37 ]; 	38: [ 50 48 47 45 43 41 40 38 ]; 	39: [ 50 48 47 45 43 41 39 ]; 	40: [ 50 48 47 45 43 41 40 ]; 	41: [ 50 48 47 45 43 41 ]; 	42: [ 50 48 47 45 43 42 ]; 	43: [ 50 48 47 45 43 ]; 	44: [ 50 48 47 45 44 ]; 	45: [ 50 48 47 45 ]; 	46: [ 50 49 46 ]; 	47: [ 50 48 47 ]; 	48: [ 50 48 ]; 	49: [ 50 49 ]; 	50: [ 50 ]; 
Computation took 4.57521 milliseconds

LoadMatrix:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
1	0	869	INF	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
2	704	0	0	1664	INF	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
3	INF	1511	0	958	0	INF	INF	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
4	0	194	INF	0	4	3493	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
5	0	0	2854	3	0	869	INF	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
6	0	0	INF	679	0	0	4664	284	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
7	0	0	INF	0	3735	3	0	INF	5424	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
8	INF	0	0	0	0	1372	107	0	2	690	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
9	INF	INF	0	0	0	0	4231	INF	0	5644	188	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
10	INF	INF	INF	0	0	0	0	1875	0	0	0	7201	196	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
11	INF	INF	INF	INF	INF	0	INF	0	4989	96	0	679	INF	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
12	INF	INF	INF	INF	INF	0	0	0	0	2650	4	0	INF	8732	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
13	INF	INF	INF	INF	INF	INF	0	INF	0	INF	5297	3244	0	INF	507	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
14	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	8939	0	290	9414	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
15	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	INF	0	195	0	813	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
16	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	9024	780	0	11009	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
17	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	9919	0	11094	202	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
18	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	INF	404	0	91	11483	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
19	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	INF	9792	INF	0	579	0	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
20	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	961	10176	0	286	11600	INF	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
21	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	11048	0	589	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
22	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	16	3	0	1241	11122	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
23	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	11516	392	0	587	482	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
24	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	INF	11622	0	0	12353	0	INF	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
25	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	96	INF	INF	0	1367	0	0	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
26	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	11621	476	0	12263	303	0	INF	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
27	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	10554	0	INF	12352	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
28	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	0	0	575	5	0	209	INF	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
29	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	10438	197	0	12142	779	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
30	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	393	0	0	12038	0	INF	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
31	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	9963	0	0	569	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
32	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	INF	0	309	9497	0	595	11809	0	INF	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
33	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	9323	0	112	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
34	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	8523	0	11653	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
35	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	492	0	0	1157	9908	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	
36	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	0	8025	210	0	100	0	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	
37	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	7834	0	9640	0	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	
38	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	6923	0	8876	0	0	0	0	0	INF	INF	INF	INF	INF	INF	
39	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	614	5	0	8496	0	0	0	INF	0	INF	INF	INF	INF	INF	
40	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	6239	0	0	486	7136	0	0	0	0	INF	INF	INF	INF	
41	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	195	6042	0	192	0	0	0	0	0	INF	INF	INF	
42	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	0	1160	0	6559	INF	0	0	0	0	INF	INF	
43	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	4854	103	0	5839	0	0	0	0	0	INF	
44	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	861	0	0	4199	965	0	0	0	INF	
45	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	INF	0	3920	194	0	99	3400	0	0	0	
46	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	977	0	0	0	0	0	
47	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	2726	INF	0	509	2202	0	
48	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	INF	1464	0	0	0	
49	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	4	580	0	0	682	
50	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	0	0	675	4	0	
Computation took 2.170469 milliseconds

All-Pairs Sneaky-Path Matrix:
